run_id,target,class,threshold,n_gt,recall
e1_0,ctg_robustness_holdout_bohoddarhat1_eval,motorbike,0.5,95,0.2947
e1_0,ctg_robustness_holdout_bohoddarhat1_eval,person,0.5,645,0.2651
e1_0,ctg_robustness_holdout_bohoddarhat1_eval,priority_vehicle,0.5,2,0.0
e1_0,ctg_robustness_holdout_bohoddarhat1_eval,three_wheeler,0.5,367,0.188
e1_0,ctg_robustness_holdout_bohoddarhat1_eval,truck,0.5,211,0.09
e1_0,ctg_robustness_holdout_bohoddarhat2_eval,auto_rickshaw,0.5,386,0.5725
e1_0,ctg_robustness_holdout_bohoddarhat2_eval,bicycle,0.5,5,0.0
e1_0,ctg_robustness_holdout_bohoddarhat2_eval,bus,0.5,14,0.3571
e1_0,ctg_robustness_holdout_bohoddarhat2_eval,car,0.5,310,0.5161
e1_0,ctg_robustness_holdout_bohoddarhat2_eval,cart_vehicle,0.5,4,0.0
e1_0,ctg_robustness_holdout_bohoddarhat2_eval,construction_vehicle,0.5,1,0.0
e1_0,ctg_robustness_holdout_bohoddarhat2_eval,motorbike,0.5,129,0.2946
e1_0,ctg_robustness_holdout_bohoddarhat2_eval,person,0.5,857,0.2322
e1_0,ctg_robustness_holdout_bohoddarhat2_eval,priority_vehicle,0.5,6,0.0
e1_0,ctg_robustness_holdout_bohoddarhat2_eval,three_wheeler,0.5,437,0.341
e1_0,ctg_robustness_holdout_bohoddarhat2_eval,truck,0.5,29,0.3448
e1_1,ctg_pooled_eval,auto_rickshaw,0.51,1796,0.485
e1_1,ctg_pooled_eval,bicycle,0.51,19,0.0
e1_1,ctg_pooled_eval,bus,0.51,411,0.3139
e1_1,ctg_pooled_eval,car,0.51,1122,0.4608
e1_1,ctg_pooled_eval,cart_vehicle,0.51,19,0.0
e1_1,ctg_pooled_eval,construction_vehicle,0.51,11,0.0
e1_1,ctg_pooled_eval,motorbike,0.51,401,0.4015
e1_1,ctg_pooled_eval,person,0.51,2509,0.216
e1_1,ctg_pooled_eval,priority_vehicle,0.51,8,0.0
e1_1,ctg_pooled_eval,three_wheeler,0.51,988,0.2581
e1_1,ctg_pooled_eval,truck,0.51,668,0.2186
e1_1,dhaka_fold1_eval,auto_rickshaw,0.51,285,0.7088
e1_1,dhaka_fold1_eval,bicycle,0.51,56,0.1429
e1_1,dhaka_fold1_eval,bus,0.51,235,0.5447
e1_1,dhaka_fold1_eval,car,0.51,822,0.7603
e1_1,dhaka_fold1_eval,cart_vehicle,0.51,6,0.0
e1_1,dhaka_fold1_eval,construction_vehicle,0.51,3,0.0
e1_1,dhaka_fold1_eval,motorbike,0.51,320,0.6656
e1_1,dhaka_fold1_eval,person,0.51,991,0.5419
e1_1,dhaka_fold1_eval,priority_vehicle,0.51,22,0.0
e1_1,dhaka_fold1_eval,three_wheeler,0.51,385,0.6753
e1_1,dhaka_fold1_eval,truck,0.51,403,0.5112
e1_1,ctg_robustness_holdout_bohoddarhat1_eval,auto_rickshaw,0.51,444,0.5203
e1_1,ctg_robustness_holdout_bohoddarhat1_eval,bicycle,0.51,1,0.0
e1_1,ctg_robustness_holdout_bohoddarhat1_eval,bus,0.51,139,0.1871
e1_1,ctg_robustness_holdout_bohoddarhat1_eval,car,0.51,215,0.4744
e1_1,ctg_robustness_holdout_bohoddarhat1_eval,cart_vehicle,0.51,9,0.0
e1_1,ctg_robustness_holdout_bohoddarhat1_eval,construction_vehicle,0.51,6,0.0
e1_1,ctg_robustness_holdout_bohoddarhat1_eval,motorbike,0.51,95,0.2526
e1_1,ctg_robustness_holdout_bohoddarhat1_eval,person,0.51,645,0.2682
e1_1,ctg_robustness_holdout_bohoddarhat1_eval,priority_vehicle,0.51,2,0.0
e1_1,ctg_robustness_holdout_bohoddarhat1_eval,three_wheeler,0.51,367,0.2343
e1_1,ctg_robustness_holdout_bohoddarhat1_eval,truck,0.51,211,0.109
e1_1,ctg_robustness_holdout_bohoddarhat2_eval,auto_rickshaw,0.51,386,0.5751
e1_1,ctg_robustness_holdout_bohoddarhat2_eval,bicycle,0.51,5,0.0
e1_1,ctg_robustness_holdout_bohoddarhat2_eval,bus,0.51,14,0.4286
e1_1,ctg_robustness_holdout_bohoddarhat2_eval,car,0.51,310,0.4742
e1_1,ctg_robustness_holdout_bohoddarhat2_eval,cart_vehicle,0.51,4,0.0
e1_1,ctg_robustness_holdout_bohoddarhat2_eval,construction_vehicle,0.51,1,0.0
e1_1,ctg_robustness_holdout_bohoddarhat2_eval,motorbike,0.51,129,0.3023
e1_1,ctg_robustness_holdout_bohoddarhat2_eval,person,0.51,857,0.2205
e1_1,ctg_robustness_holdout_bohoddarhat2_eval,priority_vehicle,0.51,6,0.0
e1_1,ctg_robustness_holdout_bohoddarhat2_eval,three_wheeler,0.51,437,0.3112
e1_1,ctg_robustness_holdout_bohoddarhat2_eval,truck,0.51,29,0.2759
e1_2,ctg_pooled_eval,auto_rickshaw,0.45,1796,0.5045
e1_2,ctg_pooled_eval,bicycle,0.45,19,0.0
e1_2,ctg_pooled_eval,bus,0.45,411,0.3187
e1_2,ctg_pooled_eval,car,0.45,1122,0.4697
e1_2,ctg_pooled_eval,cart_vehicle,0.45,19,0.0
e1_2,ctg_pooled_eval,construction_vehicle,0.45,11,0.0
e1_2,ctg_pooled_eval,motorbike,0.45,401,0.3741
e1_2,ctg_pooled_eval,person,0.45,2509,0.2356
e1_2,ctg_pooled_eval,priority_vehicle,0.45,8,0.0
e1_2,ctg_pooled_eval,three_wheeler,0.45,988,0.2692
e1_2,ctg_pooled_eval,truck,0.45,668,0.229
e1_2,dhaka_fold2_eval,auto_rickshaw,0.45,174,0.8563
e1_2,dhaka_fold2_eval,bicycle,0.45,18,0.1111
e1_2,dhaka_fold2_eval,bus,0.45,431,0.4153
e1_2,dhaka_fold2_eval,car,0.45,519,0.6705
e1_2,dhaka_fold2_eval,cart_vehicle,0.45,1,0.0
e1_2,dhaka_fold2_eval,construction_vehicle,0.45,2,0.0
e1_2,dhaka_fold2_eval,motorbike,0.45,185,0.5568
e1_2,dhaka_fold2_eval,person,0.45,662,0.6329
e1_2,dhaka_fold2_eval,priority_vehicle,0.45,8,0.0
e1_2,dhaka_fold2_eval,three_wheeler,0.45,430,0.686
e1_2,dhaka_fold2_eval,truck,0.45,381,0.5538
e1_2,ctg_robustness_holdout_bohoddarhat1_eval,auto_rickshaw,0.45,444,0.5113
e1_2,ctg_robustness_holdout_bohoddarhat1_eval,bicycle,0.45,1,0.0
e1_2,ctg_robustness_holdout_bohoddarhat1_eval,bus,0.45,139,0.1655
e1_2,ctg_robustness_holdout_bohoddarhat1_eval,car,0.45,215,0.6047
e1_2,ctg_robustness_holdout_bohoddarhat1_eval,cart_vehicle,0.45,9,0.0
e1_2,ctg_robustness_holdout_bohoddarhat1_eval,construction_vehicle,0.45,6,0.0
e1_2,ctg_robustness_holdout_bohoddarhat1_eval,motorbike,0.45,95,0.3158
e1_2,ctg_robustness_holdout_bohoddarhat1_eval,person,0.45,645,0.2837
e1_2,ctg_robustness_holdout_bohoddarhat1_eval,priority_vehicle,0.45,2,0.0
e1_2,ctg_robustness_holdout_bohoddarhat1_eval,three_wheeler,0.45,367,0.1989
e1_2,ctg_robustness_holdout_bohoddarhat1_eval,truck,0.45,211,0.0758
e1_2,ctg_robustness_holdout_bohoddarhat2_eval,auto_rickshaw,0.45,386,0.5777
e1_2,ctg_robustness_holdout_bohoddarhat2_eval,bicycle,0.45,5,0.0
e1_2,ctg_robustness_holdout_bohoddarhat2_eval,bus,0.45,14,0.5
e1_2,ctg_robustness_holdout_bohoddarhat2_eval,car,0.45,310,0.5355
e1_2,ctg_robustness_holdout_bohoddarhat2_eval,cart_vehicle,0.45,4,0.0
e1_2,ctg_robustness_holdout_bohoddarhat2_eval,construction_vehicle,0.45,1,0.0
e1_2,ctg_robustness_holdout_bohoddarhat2_eval,motorbike,0.45,129,0.3101
e1_2,ctg_robustness_holdout_bohoddarhat2_eval,person,0.45,857,0.2532
e1_2,ctg_robustness_holdout_bohoddarhat2_eval,priority_vehicle,0.45,6,0.0
e1_2,ctg_robustness_holdout_bohoddarhat2_eval,three_wheeler,0.45,437,0.3661
e1_2,ctg_robustness_holdout_bohoddarhat2_eval,truck,0.45,29,0.4138
e2_0,ctg_fold0_eval,auto_rickshaw,0.34,592,0.7483
e2_0,ctg_fold0_eval,bicycle,0.34,10,0.0
e2_0,ctg_fold0_eval,bus,0.34,144,0.4444
e2_0,ctg_fold0_eval,car,0.34,261,0.5326
e2_0,ctg_fold0_eval,cart_vehicle,0.34,9,0.0
e2_0,ctg_fold0_eval,construction_vehicle,0.34,8,0.0
e2_0,ctg_fold0_eval,motorbike,0.34,117,0.3504
e2_0,ctg_fold0_eval,person,0.34,898,0.3797
e2_0,ctg_fold0_eval,priority_vehicle,0.34,0,
e2_0,ctg_fold0_eval,three_wheeler,0.34,366,0.6284
e2_0,ctg_fold0_eval,truck,0.34,307,0.1987
e2_0,dhaka_fold0_eval,auto_rickshaw,0.34,339,0.6637
e2_0,dhaka_fold0_eval,bicycle,0.34,49,0.0
e2_0,dhaka_fold0_eval,bus,0.34,405,0.2321
e2_0,dhaka_fold0_eval,car,0.34,735,0.6109
e2_0,dhaka_fold0_eval,cart_vehicle,0.34,19,0.0
e2_0,dhaka_fold0_eval,construction_vehicle,0.34,0,
e2_0,dhaka_fold0_eval,motorbike,0.34,368,0.5571
e2_0,dhaka_fold0_eval,person,0.34,1690,0.4053
e2_0,dhaka_fold0_eval,priority_vehicle,0.34,9,0.0
e2_0,dhaka_fold0_eval,three_wheeler,0.34,616,0.4919
e2_0,dhaka_fold0_eval,truck,0.34,267,0.0712
e2_1,ctg_fold1_eval,auto_rickshaw,0.37,636,0.7374
e2_1,ctg_fold1_eval,bicycle,0.37,0,
e2_1,ctg_fold1_eval,bus,0.37,100,0.16
e2_1,ctg_fold1_eval,car,0.37,445,0.5596
e2_1,ctg_fold1_eval,cart_vehicle,0.37,1,0.0
e2_1,ctg_fold1_eval,construction_vehicle,0.37,3,0.0
e2_1,ctg_fold1_eval,motorbike,0.37,64,0.3438
e2_1,ctg_fold1_eval,person,0.37,677,0.3131
e2_1,ctg_fold1_eval,priority_vehicle,0.37,6,0.0
e2_1,ctg_fold1_eval,three_wheeler,0.37,371,0.5013
e2_1,ctg_fold1_eval,truck,0.37,210,0.5857
e2_1,dhaka_fold1_eval,auto_rickshaw,0.37,285,0.7404
e2_1,dhaka_fold1_eval,bicycle,0.37,56,0.0357
e2_1,dhaka_fold1_eval,bus,0.37,235,0.2979
e2_1,dhaka_fold1_eval,car,0.37,822,0.5669
e2_1,dhaka_fold1_eval,cart_vehicle,0.37,6,0.0
e2_1,dhaka_fold1_eval,construction_vehicle,0.37,3,0.0
e2_1,dhaka_fold1_eval,motorbike,0.37,320,0.5719
e2_1,dhaka_fold1_eval,person,0.37,991,0.4319
e2_1,dhaka_fold1_eval,priority_vehicle,0.37,22,0.0
e2_1,dhaka_fold1_eval,three_wheeler,0.37,385,0.4909
e2_1,dhaka_fold1_eval,truck,0.37,403,0.2208
e2_2,ctg_fold2_eval,auto_rickshaw,0.36,568,0.6989
e2_2,ctg_fold2_eval,bicycle,0.36,9,0.0
e2_2,ctg_fold2_eval,bus,0.36,167,0.2275
e2_2,ctg_fold2_eval,car,0.36,416,0.6298
e2_2,ctg_fold2_eval,cart_vehicle,0.36,9,0.0
e2_2,ctg_fold2_eval,construction_vehicle,0.36,0,
e2_2,ctg_fold2_eval,motorbike,0.36,220,0.3182
e2_2,ctg_fold2_eval,person,0.36,934,0.3137
e2_2,ctg_fold2_eval,priority_vehicle,0.36,2,0.0
e2_2,ctg_fold2_eval,three_wheeler,0.36,251,0.4741
e2_2,ctg_fold2_eval,truck,0.36,151,0.3907
e2_2,dhaka_fold2_eval,auto_rickshaw,0.36,174,0.8448
e2_2,dhaka_fold2_eval,bicycle,0.36,18,0.0
e2_2,dhaka_fold2_eval,bus,0.36,431,0.1995
e2_2,dhaka_fold2_eval,car,0.36,519,0.5896
e2_2,dhaka_fold2_eval,cart_vehicle,0.36,1,0.0
e2_2,dhaka_fold2_eval,construction_vehicle,0.36,2,0.0
e2_2,dhaka_fold2_eval,motorbike,0.36,185,0.4486
e2_2,dhaka_fold2_eval,person,0.36,662,0.5378
e2_2,dhaka_fold2_eval,priority_vehicle,0.36,8,0.0
e2_2,dhaka_fold2_eval,three_wheeler,0.36,430,0.6395
e2_2,dhaka_fold2_eval,truck,0.36,381,0.2441
rob_a,ctg_robustness_holdout_bohoddarhat1_eval,auto_rickshaw,0.357,444,0.5923
rob_a,ctg_robustness_holdout_bohoddarhat1_eval,bicycle,0.357,1,0.0
rob_a,ctg_robustness_holdout_bohoddarhat1_eval,bus,0.357,139,0.1151
rob_a,ctg_robustness_holdout_bohoddarhat1_eval,car,0.357,215,0.6791
rob_a,ctg_robustness_holdout_bohoddarhat1_eval,cart_vehicle,0.357,9,0.0
rob_a,ctg_robustness_holdout_bohoddarhat1_eval,construction_vehicle,0.357,6,0.0
rob_a,ctg_robustness_holdout_bohoddarhat1_eval,motorbike,0.357,95,0.4211
rob_a,ctg_robustness_holdout_bohoddarhat1_eval,person,0.357,645,0.3969
rob_a,ctg_robustness_holdout_bohoddarhat1_eval,priority_vehicle,0.357,2,0.0
rob_a,ctg_robustness_holdout_bohoddarhat1_eval,three_wheeler,0.357,367,0.5341
rob_a,ctg_robustness_holdout_bohoddarhat1_eval,truck,0.357,211,0.0664
rob_b,ctg_robustness_holdout_bohoddarhat2_eval,auto_rickshaw,0.357,386,0.6554
rob_b,ctg_robustness_holdout_bohoddarhat2_eval,bicycle,0.357,5,0.0
rob_b,ctg_robustness_holdout_bohoddarhat2_eval,bus,0.357,14,0.2857
rob_b,ctg_robustness_holdout_bohoddarhat2_eval,car,0.357,310,0.5774
rob_b,ctg_robustness_holdout_bohoddarhat2_eval,cart_vehicle,0.357,4,0.0
rob_b,ctg_robustness_holdout_bohoddarhat2_eval,construction_vehicle,0.357,1,0.0
rob_b,ctg_robustness_holdout_bohoddarhat2_eval,motorbike,0.357,129,0.3566
rob_b,ctg_robustness_holdout_bohoddarhat2_eval,person,0.357,857,0.3442
rob_b,ctg_robustness_holdout_bohoddarhat2_eval,priority_vehicle,0.357,6,0.0
rob_b,ctg_robustness_holdout_bohoddarhat2_eval,three_wheeler,0.357,437,0.5538
rob_b,ctg_robustness_holdout_bohoddarhat2_eval,truck,0.357,29,0.3793
