epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
38,502.224,1.26611,0.81612,0.00495,0.93382,0.7656,0.87377,0.65977,1.01879,0.58419,0.00554,0.006337,0.006337,0.006337
39,514.78,1.2848,0.8353,0.00499,0.88653,0.806,0.87535,0.65937,1.01152,0.61572,0.00562,0.006238,0.006238,0.006238
40,527.196,1.2519,0.81828,0.00497,0.83592,0.81179,0.85033,0.63522,1.02046,0.57425,0.00567,0.006139,0.006139,0.006139
41,539.661,1.28171,0.80997,0.00489,0.88641,0.80376,0.8808,0.6828,0.99019,0.54104,0.00547,0.00604,0.00604,0.00604
42,552.184,1.22714,0.78313,0.00486,0.91548,0.81038,0.87913,0.66916,1.0023,0.56141,0.00552,0.005941,0.005941,0.005941
43,564.626,1.26959,0.81606,0.00488,0.89994,0.80898,0.87701,0.66928,0.99762,0.58468,0.0054,0.005842,0.005842,0.005842
44,577.085,1.22382,0.76519,0.00473,0.91131,0.82299,0.87566,0.65243,0.97396,0.54166,0.0054,0.005743,0.005743,0.005743
45,589.758,1.23548,0.75973,0.00471,0.86786,0.83408,0.87773,0.68411,0.97129,0.56668,0.00529,0.005644,0.005644,0.005644
46,602.258,1.22584,0.75725,0.00463,0.87456,0.80399,0.88669,0.6845,0.97856,0.56748,0.00531,0.005545,0.005545,0.005545
47,614.67,1.22984,0.74978,0.0046,0.91893,0.86406,0.89952,0.68557,0.99063,0.52086,0.00557,0.005446,0.005446,0.005446
48,627.338,1.25431,0.75308,0.0047,0.90379,0.86166,0.89774,0.69283,0.96712,0.48675,0.00538,0.005347,0.005347,0.005347
49,639.954,1.22061,0.72953,0.00466,0.8024,0.88193,0.87556,0.687,0.95781,0.4883,0.0053,0.005248,0.005248,0.005248
50,652.487,1.20386,0.73229,0.00452,0.92256,0.85918,0.89782,0.69528,0.966,0.4773,0.0052,0.005149,0.005149,0.005149
51,664.997,1.20183,0.71984,0.00453,0.8422,0.86601,0.89013,0.6893,0.95155,0.50092,0.00517,0.00505,0.00505,0.00505
52,677.499,1.19054,0.70818,0.00452,0.93038,0.86385,0.89784,0.69543,0.94172,0.45774,0.00512,0.004951,0.004951,0.004951
53,690.061,1.18547,0.7055,0.00455,0.93535,0.86746,0.89903,0.69074,0.92364,0.47247,0.00513,0.004852,0.004852,0.004852
54,702.592,1.16716,0.65936,0.00453,0.93766,0.86386,0.89901,0.70022,0.9247,0.44661,0.00508,0.004753,0.004753,0.004753
55,715.22,1.15779,0.69478,0.0044,0.93839,0.8711,0.9003,0.69608,0.9309,0.47122,0.00499,0.004654,0.004654,0.004654
56,727.733,1.1572,0.67981,0.00437,0.93309,0.86437,0.89696,0.71618,0.90812,0.46111,0.00485,0.004555,0.004555,0.004555
57,740.307,1.1723,0.6984,0.00445,0.91139,0.86461,0.91121,0.71944,0.92678,0.45935,0.00489,0.004456,0.004456,0.004456
58,752.817,1.17914,0.69448,0.00435,0.93527,0.87253,0.91437,0.72189,0.92229,0.43147,0.00485,0.004357,0.004357,0.004357
59,765.701,1.17709,0.68079,0.00425,0.91397,0.87109,0.90956,0.71942,0.90768,0.43073,0.00476,0.004258,0.004258,0.004258
60,778.249,1.13989,0.66975,0.00423,0.94844,0.8619,0.91488,0.7347,0.88837,0.42814,0.00464,0.004159,0.004159,0.004159
61,790.74,1.13816,0.6747,0.00424,0.9206,0.86282,0.91027,0.72156,0.90883,0.44792,0.00483,0.00406,0.00406,0.00406
62,803.131,1.1654,0.67654,0.00419,0.92292,0.86826,0.91602,0.72194,0.88761,0.43324,0.00464,0.003961,0.003961,0.003961
63,815.663,1.14523,0.66197,0.00413,0.95765,0.90296,0.94628,0.7571,0.86772,0.41628,0.00455,0.003862,0.003862,0.003862
64,828.3,1.11839,0.62433,0.00428,0.94662,0.86864,0.91182,0.73866,0.87051,0.42235,0.00459,0.003763,0.003763,0.003763
65,840.838,1.11454,0.63953,0.00406,0.93017,0.86266,0.92221,0.73783,0.85707,0.41957,0.00462,0.003664,0.003664,0.003664
66,853.317,1.10905,0.63889,0.00402,0.94135,0.85954,0.91796,0.73145,0.87631,0.41743,0.00472,0.003565,0.003565,0.003565
67,865.931,1.11562,0.62759,0.00397,0.96444,0.89977,0.95125,0.75696,0.84934,0.41782,0.00451,0.003466,0.003466,0.003466
68,878.442,1.1048,0.61465,0.00407,0.97133,0.88859,0.94995,0.76323,0.8258,0.37133,0.00434,0.003367,0.003367,0.003367
69,890.954,1.07217,0.5846,0.0041,0.95351,0.89536,0.94745,0.75826,0.86194,0.41587,0.00448,0.003268,0.003268,0.003268
70,903.433,1.09446,0.60661,0.00409,0.94008,0.87353,0.92912,0.75501,0.84683,0.37158,0.00437,0.003169,0.003169,0.003169
71,915.993,1.10276,0.6143,0.00403,0.95307,0.90562,0.95195,0.76963,0.80738,0.37263,0.00431,0.00307,0.00307,0.00307
72,928.511,1.09885,0.59488,0.00392,0.94189,0.87439,0.93353,0.7611,0.82827,0.37603,0.00433,0.002971,0.002971,0.002971
73,941.321,1.08382,0.58821,0.00386,0.95041,0.90793,0.95059,0.76332,0.82308,0.37156,0.00416,0.002872,0.002872,0.002872
74,953.819,1.08879,0.61155,0.00401,0.95019,0.91632,0.95464,0.7706,0.80768,0.34531,0.00406,0.002773,0.002773,0.002773
75,966.431,1.07462,0.59103,0.00391,0.97027,0.90145,0.95334,0.77749,0.80428,0.35725,0.00415,0.002674,0.002674,0.002674
76,979.113,1.07944,0.59605,0.00382,0.97774,0.90519,0.95284,0.77977,0.79321,0.37281,0.00395,0.002575,0.002575,0.002575
77,991.686,1.08826,0.59467,0.0038,0.97022,0.89532,0.94917,0.78186,0.79402,0.36998,0.00401,0.002476,0.002476,0.002476
78,1004.35,1.08481,0.59031,0.00392,0.96428,0.9052,0.95296,0.77716,0.81932,0.3891,0.0042,0.002377,0.002377,0.002377
79,1016.88,1.06902,0.56925,0.00369,0.95402,0.86761,0.93713,0.77705,0.80222,0.38112,0.00403,0.002278,0.002278,0.002278
80,1029.32,1.04742,0.57096,0.00373,0.94969,0.86757,0.93633,0.77149,0.80147,0.3689,0.00409,0.002179,0.002179,0.002179
81,1041.84,1.0365,0.55879,0.00368,0.88992,0.88647,0.93076,0.77129,0.77482,0.36992,0.0039,0.00208,0.00208,0.00208
82,1054.36,1.04844,0.57103,0.00372,0.9689,0.90435,0.95178,0.77957,0.77676,0.3703,0.00386,0.001981,0.001981,0.001981
83,1066.9,1.01201,0.5513,0.00374,0.97562,0.91248,0.95941,0.78703,0.77869,0.35567,0.00389,0.001882,0.001882,0.001882
84,1079.5,1.0256,0.55902,0.00357,0.96954,0.91141,0.9574,0.78674,0.75602,0.3569,0.00377,0.001783,0.001783,0.001783
85,1092.31,1.04264,0.56093,0.00365,0.97544,0.90512,0.95678,0.79378,0.75033,0.34244,0.00378,0.001684,0.001684,0.001684
86,1104.9,1.0071,0.56109,0.00374,0.96752,0.9138,0.95795,0.7875,0.75503,0.33204,0.00378,0.001585,0.001585,0.001585
87,1117.48,1.02879,0.54978,0.00363,0.95861,0.91916,0.95811,0.78673,0.74426,0.32408,0.00375,0.001486,0.001486,0.001486
88,1130.01,1.01399,0.52322,0.00342,0.9712,0.91736,0.95722,0.79378,0.74879,0.33563,0.00375,0.001387,0.001387,0.001387
89,1142.64,1.01678,0.52802,0.00353,0.97515,0.90311,0.95215,0.79258,0.74556,0.33895,0.00368,0.001288,0.001288,0.001288
90,1155.22,1.00526,0.52696,0.00359,0.97546,0.90909,0.95422,0.79122,0.74231,0.32386,0.0037,0.001189,0.001189,0.001189
91,1170.1,1.00586,0.47937,0.004,0.97563,0.90803,0.95426,0.78553,0.78592,0.34177,0.0039,0.00109,0.00109,0.00109
92,1182.42,0.97381,0.48697,0.00376,0.97443,0.90851,0.9549,0.79385,0.77698,0.34221,0.00393,0.000991,0.000991,0.000991
93,1194.81,0.97076,0.4717,0.0038,0.97173,0.90979,0.95536,0.79059,0.77637,0.33919,0.00387,0.000892,0.000892,0.000892
94,1207.11,0.96193,0.47023,0.00371,0.96276,0.91914,0.95562,0.79736,0.76301,0.32952,0.0038,0.000793,0.000793,0.000793
95,1219.46,0.96003,0.46775,0.0037,0.97351,0.91388,0.95574,0.79977,0.76603,0.32232,0.00386,0.000694,0.000694,0.000694
96,1231.76,0.95629,0.45658,0.00363,0.97383,0.91362,0.9522,0.7975,0.77564,0.32822,0.00389,0.000595,0.000595,0.000595
97,1244.02,0.94829,0.44117,0.00358,0.97919,0.90868,0.95394,0.79808,0.76478,0.31894,0.00382,0.000496,0.000496,0.000496
98,1256.79,0.95182,0.44459,0.00346,0.98073,0.91334,0.95741,0.79078,0.77022,0.32345,0.00376,0.000397,0.000397,0.000397
99,1269.01,0.94388,0.44914,0.00351,0.98301,0.91201,0.95781,0.80142,0.75933,0.31598,0.00371,0.000298,0.000298,0.000298
100,1281.38,0.9435,0.4521,0.00361,0.98194,0.91289,0.95786,0.8027,0.75701,0.30994,0.0037,0.000199,0.000199,0.000199
