epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,716.3,0.76571,0.47291,0.90067,0.93959,0.9419,0.97656,0.80874,0.70011,0.38325,0.81153,0.002674,0.002674,0.002674
76,725.925,0.74903,0.45356,0.89762,0.95113,0.92602,0.97432,0.813,0.69991,0.38366,0.80727,0.002575,0.002575,0.002575
77,735.487,0.75798,0.46659,0.90031,0.94425,0.93059,0.97271,0.81323,0.68954,0.36827,0.80457,0.002476,0.002476,0.002476
78,744.996,0.73208,0.44381,0.89444,0.95473,0.92805,0.97458,0.79739,0.71012,0.3676,0.81156,0.002377,0.002377,0.002377
79,754.483,0.73154,0.44996,0.88751,0.95698,0.91689,0.97123,0.80089,0.69968,0.36369,0.80786,0.002278,0.002278,0.002278
80,763.991,0.73697,0.46057,0.89569,0.93844,0.92502,0.97556,0.81564,0.69037,0.37722,0.80876,0.002179,0.002179,0.002179
81,773.617,0.70801,0.43691,0.88573,0.94911,0.92758,0.9732,0.8098,0.68595,0.36521,0.80958,0.00208,0.00208,0.00208
82,783.191,0.71514,0.43887,0.88676,0.94952,0.94033,0.96994,0.79946,0.67056,0.36224,0.80823,0.001981,0.001981,0.001981
83,792.7,0.72003,0.43801,0.89015,0.93514,0.9225,0.97095,0.81486,0.66474,0.3593,0.80477,0.001882,0.001882,0.001882
84,802.188,0.69963,0.43231,0.88397,0.94042,0.93076,0.9719,0.80975,0.63822,0.34438,0.80023,0.001783,0.001783,0.001783
85,811.576,0.70891,0.43643,0.8849,0.95519,0.9256,0.97376,0.81089,0.63521,0.33572,0.79734,0.001684,0.001684,0.001684
86,821.131,0.69274,0.42231,0.88578,0.95752,0.93049,0.97356,0.80667,0.65684,0.34579,0.79785,0.001585,0.001585,0.001585
87,830.589,0.70161,0.43206,0.87744,0.95275,0.92985,0.97352,0.82282,0.67926,0.3417,0.80432,0.001486,0.001486,0.001486
88,840.111,0.69125,0.42017,0.87771,0.95267,0.93192,0.9729,0.82346,0.69511,0.34537,0.80735,0.001387,0.001387,0.001387
89,849.752,0.69548,0.42481,0.8795,0.95349,0.93313,0.97238,0.81783,0.66695,0.3503,0.79876,0.001288,0.001288,0.001288
90,859.269,0.6966,0.42564,0.88453,0.94819,0.93976,0.97335,0.81505,0.66534,0.34541,0.79753,0.001189,0.001189,0.001189
91,870.399,0.70726,0.41374,0.87921,0.94404,0.92574,0.97457,0.81402,0.70355,0.37056,0.8008,0.00109,0.00109,0.00109
92,879.961,0.68828,0.39751,0.86631,0.95225,0.93462,0.97136,0.814,0.70974,0.37539,0.80287,0.000991,0.000991,0.000991
93,889.37,0.6763,0.38725,0.86278,0.94931,0.93343,0.9733,0.82277,0.70026,0.3659,0.80194,0.000892,0.000892,0.000892
94,898.801,0.66176,0.37643,0.85573,0.94806,0.93873,0.97241,0.81229,0.68063,0.35161,0.80135,0.000793,0.000793,0.000793
95,908.19,0.65635,0.3772,0.85658,0.94599,0.9348,0.97188,0.82575,0.64513,0.34967,0.79406,0.000694,0.000694,0.000694
96,917.592,0.64948,0.37208,0.85476,0.96168,0.93281,0.97332,0.83231,0.62698,0.34208,0.78872,0.000595,0.000595,0.000595
97,927.066,0.64514,0.37051,0.85434,0.95118,0.93845,0.97366,0.82843,0.62733,0.34235,0.78861,0.000496,0.000496,0.000496
98,936.479,0.6423,0.36991,0.85078,0.9516,0.93921,0.97324,0.83603,0.62464,0.33835,0.78747,0.000397,0.000397,0.000397
99,945.993,0.62669,0.36216,0.85588,0.94819,0.94082,0.97267,0.8362,0.63149,0.33929,0.78844,0.000298,0.000298,0.000298
100,955.453,0.63466,0.36191,0.85622,0.95192,0.9407,0.97189,0.82839,0.63338,0.33914,0.78873,0.000199,0.000199,0.000199
