epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
53,660.546,1.17909,0.68844,0.00433,0.91495,0.90766,0.95466,0.70516,1.21174,0.55235,0.00596,0.004852,0.004852,0.004852
54,672.517,1.12581,0.65582,0.00441,0.92404,0.91137,0.95765,0.72244,1.19414,0.54534,0.00586,0.004753,0.004753,0.004753
55,684.623,1.12754,0.65598,0.00442,0.94439,0.87678,0.96286,0.72566,1.0993,0.5891,0.00546,0.004654,0.004654,0.004654
56,696.719,1.13816,0.66301,0.00425,0.93071,0.89513,0.96332,0.7257,1.18688,0.50891,0.0057,0.004555,0.004555,0.004555
57,708.858,1.13219,0.67206,0.00423,0.9037,0.89509,0.95576,0.72575,1.08104,0.56776,0.00533,0.004456,0.004456,0.004456
58,720.91,1.13812,0.66405,0.00418,0.94233,0.90301,0.95526,0.71603,1.16694,0.49548,0.00583,0.004357,0.004357,0.004357
59,733.254,1.11505,0.64264,0.00438,0.92194,0.91667,0.95791,0.71936,1.13924,0.49876,0.00568,0.004258,0.004258,0.004258
60,745.213,1.09078,0.61754,0.00421,0.91905,0.90703,0.97325,0.73746,1.09736,0.48586,0.00516,0.004159,0.004159,0.004159
61,757.285,1.10226,0.60801,0.00411,0.92621,0.90427,0.96668,0.73981,1.016,0.50223,0.00502,0.00406,0.00406,0.00406
62,769.31,1.12646,0.64242,0.00392,0.91441,0.92555,0.96576,0.72736,1.07757,0.52098,0.00507,0.003961,0.003961,0.003961
63,781.34,1.09043,0.63343,0.00405,0.91659,0.92061,0.96566,0.75159,1.02881,0.47531,0.00485,0.003862,0.003862,0.003862
64,793.433,1.06899,0.60918,0.00398,0.93129,0.91445,0.96393,0.75049,1.08486,0.49064,0.00506,0.003763,0.003763,0.003763
65,805.447,1.07065,0.60882,0.00399,0.94245,0.90604,0.96281,0.75871,1.09517,0.42832,0.00501,0.003664,0.003664,0.003664
66,817.511,1.07543,0.60432,0.00408,0.92414,0.92169,0.96459,0.74761,1.02411,0.42141,0.00485,0.003565,0.003565,0.003565
67,829.541,1.07655,0.60969,0.00386,0.93265,0.91703,0.96622,0.74429,1.04308,0.47993,0.00502,0.003466,0.003466,0.003466
68,841.566,1.06065,0.60526,0.00394,0.92631,0.92245,0.96421,0.7623,0.97588,0.40863,0.00464,0.003367,0.003367,0.003367
69,853.671,1.04557,0.59385,0.00397,0.92963,0.93092,0.96778,0.75491,1.10551,0.42288,0.00535,0.003268,0.003268,0.003268
70,865.731,1.06703,0.61299,0.00395,0.94205,0.92414,0.9698,0.76822,1.05787,0.50005,0.00471,0.003169,0.003169,0.003169
71,877.815,1.05252,0.57364,0.00375,0.9477,0.92083,0.97334,0.76195,1.03568,0.40237,0.00471,0.00307,0.00307,0.00307
72,890.068,1.02312,0.57182,0.00375,0.93865,0.91194,0.98238,0.75814,1.0595,0.44317,0.00473,0.002971,0.002971,0.002971
73,902.069,1.04183,0.58049,0.0037,0.92051,0.95015,0.98443,0.76915,1.0359,0.39369,0.00472,0.002872,0.002872,0.002872
74,914.19,1.05773,0.58385,0.00388,0.94708,0.92159,0.97014,0.75451,1.02688,0.38428,0.00466,0.002773,0.002773,0.002773
75,926.128,1.02626,0.57167,0.00376,0.93317,0.93745,0.9846,0.75911,0.99597,0.39859,0.00437,0.002674,0.002674,0.002674
76,938.235,1.0172,0.55251,0.00371,0.93791,0.93629,0.96919,0.74397,1.06319,0.41284,0.00452,0.002575,0.002575,0.002575
77,950.232,1.02053,0.56,0.00376,0.94917,0.92502,0.98351,0.77348,1.05321,0.41332,0.00461,0.002476,0.002476,0.002476
78,962.208,1.00763,0.53997,0.0038,0.95338,0.9211,0.98142,0.77487,0.93897,0.41277,0.00423,0.002377,0.002377,0.002377
79,974.277,1.02063,0.55224,0.0036,0.94864,0.92111,0.96846,0.76277,0.97431,0.41711,0.00432,0.002278,0.002278,0.002278
80,986.278,1.01589,0.55265,0.00358,0.94559,0.92107,0.97061,0.76934,0.96359,0.44519,0.00441,0.002179,0.002179,0.002179
81,998.24,0.96691,0.52675,0.00365,0.94419,0.92632,0.96849,0.76331,1.01773,0.43787,0.00422,0.00208,0.00208,0.00208
82,1010.32,0.98859,0.53441,0.00351,0.92962,0.95132,0.98419,0.76595,0.93995,0.44902,0.00423,0.001981,0.001981,0.001981
83,1022.37,0.97589,0.5307,0.00359,0.94122,0.93222,0.96937,0.77057,0.93321,0.42161,0.00414,0.001882,0.001882,0.001882
84,1034.39,0.96493,0.51758,0.0035,0.93681,0.94962,0.98447,0.77619,0.95037,0.38619,0.00413,0.001783,0.001783,0.001783
85,1046.45,0.97342,0.52105,0.00353,0.93722,0.94989,0.98558,0.77936,0.9332,0.37592,0.00412,0.001684,0.001684,0.001684
86,1058.86,0.9652,0.51876,0.00348,0.93463,0.946,0.98622,0.78352,0.99508,0.38772,0.00415,0.001585,0.001585,0.001585
87,1070.97,0.98399,0.52357,0.00346,0.94171,0.94239,0.98671,0.79186,0.91906,0.37393,0.00398,0.001486,0.001486,0.001486
88,1083.1,0.96825,0.50787,0.00333,0.93237,0.95105,0.98877,0.78988,0.93659,0.38077,0.00398,0.001387,0.001387,0.001387
89,1095.04,0.96798,0.51088,0.00346,0.93724,0.94571,0.98941,0.78735,0.93884,0.39352,0.00397,0.001288,0.001288,0.001288
90,1107.08,0.96312,0.51678,0.00348,0.93799,0.94088,0.98939,0.78795,0.92091,0.36469,0.0039,0.001189,0.001189,0.001189
91,1120.92,0.92901,0.46732,0.00381,0.95286,0.91749,0.97237,0.77952,1.01463,0.37253,0.0042,0.00109,0.00109,0.00109
92,1132.86,0.93314,0.46561,0.00368,0.94826,0.92553,0.96956,0.78032,0.98918,0.41263,0.00424,0.000991,0.000991,0.000991
93,1144.69,0.92878,0.43604,0.0037,0.9513,0.92505,0.97151,0.78177,1.00946,0.40427,0.00428,0.000892,0.000892,0.000892
94,1156.53,0.90359,0.41942,0.00359,0.95308,0.92405,0.97161,0.78047,0.97664,0.37955,0.00404,0.000793,0.000793,0.000793
95,1168.34,0.90829,0.42997,0.00368,0.94914,0.92061,0.9703,0.78711,0.97535,0.36509,0.00412,0.000694,0.000694,0.000694
96,1180.19,0.90447,0.40932,0.00351,0.9503,0.93498,0.98719,0.78557,0.97103,0.34966,0.00408,0.000595,0.000595,0.000595
97,1192.04,0.88688,0.41363,0.00358,0.94555,0.93662,0.98747,0.7827,0.96051,0.34863,0.00405,0.000496,0.000496,0.000496
98,1203.86,0.8965,0.42089,0.00351,0.94928,0.93416,0.98643,0.77396,0.95606,0.37092,0.00406,0.000397,0.000397,0.000397
99,1216.08,0.88029,0.39978,0.00344,0.9496,0.93948,0.98937,0.77999,0.96811,0.35974,0.00401,0.000298,0.000298,0.000298
100,1228.02,0.88544,0.4165,0.00349,0.9501,0.9393,0.98963,0.77801,0.97272,0.3604,0.00402,0.000199,0.000199,0.000199
