epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
25,329.826,1.59519,1.13468,0.00628,0.78346,0.79135,0.80883,0.53753,1.39453,0.86713,0.00776,0.007624,0.007624,0.007624
26,342.155,1.6116,1.12073,0.00622,0.84781,0.70471,0.82975,0.52923,1.37786,0.86471,0.00794,0.007525,0.007525,0.007525
27,354.359,1.59138,1.1331,0.00618,0.898,0.73172,0.82625,0.55591,1.37514,0.81617,0.00788,0.007426,0.007426,0.007426
28,366.611,1.57667,1.08577,0.00634,0.85248,0.725,0.81822,0.54918,1.36877,0.83579,0.00783,0.007327,0.007327,0.007327
29,378.917,1.58813,1.09509,0.00622,0.89364,0.75369,0.84859,0.56457,1.35544,0.78893,0.00775,0.007228,0.007228,0.007228
30,391.267,1.55014,1.07769,0.00616,0.87727,0.69594,0.84065,0.55942,1.37821,0.85178,0.00798,0.007129,0.007129,0.007129
31,403.595,1.56192,1.07061,0.006,0.871,0.74596,0.84845,0.58912,1.32729,0.78723,0.00739,0.00703,0.00703,0.00703
32,415.931,1.563,1.08316,0.00606,0.90725,0.73273,0.85482,0.58465,1.3217,0.79588,0.00738,0.006931,0.006931,0.006931
33,428.493,1.56576,1.039,0.00601,0.91536,0.84541,0.89623,0.60421,1.29657,0.7563,0.00728,0.006832,0.006832,0.006832
34,440.759,1.52335,1.00183,0.00596,0.89653,0.77287,0.86778,0.58856,1.31796,0.77247,0.00735,0.006733,0.006733,0.006733
35,453.009,1.53096,0.9931,0.00599,0.94011,0.83426,0.90781,0.61013,1.31526,0.75497,0.00727,0.006634,0.006634,0.006634
36,465.402,1.53044,1.02033,0.00587,0.8859,0.81539,0.90424,0.62566,1.30193,0.78409,0.00726,0.006535,0.006535,0.006535
37,477.739,1.51353,1.00892,0.00578,0.90941,0.8273,0.90036,0.61871,1.32423,0.73682,0.00739,0.006436,0.006436,0.006436
38,490.016,1.52358,0.9889,0.00585,0.94507,0.84103,0.91828,0.61866,1.29275,0.73993,0.00698,0.006337,0.006337,0.006337
39,502.272,1.49866,0.97355,0.00594,0.93006,0.84343,0.90494,0.61303,1.26076,0.71387,0.0069,0.006238,0.006238,0.006238
40,514.5,1.4998,0.95387,0.00585,0.9497,0.83771,0.91317,0.63563,1.25417,0.69615,0.00675,0.006139,0.006139,0.006139
41,526.754,1.51112,0.95461,0.0058,0.97218,0.85809,0.93116,0.64763,1.25451,0.66371,0.00681,0.00604,0.00604,0.00604
42,539.014,1.46544,0.92247,0.00574,0.89281,0.86717,0.92339,0.66041,1.22577,0.68069,0.00662,0.005941,0.005941,0.005941
43,551.355,1.50894,0.99445,0.00574,0.91185,0.85997,0.91756,0.63547,1.23195,0.62629,0.00662,0.005842,0.005842,0.005842
44,563.593,1.47894,0.93346,0.00564,0.94292,0.87421,0.92572,0.62746,1.23329,0.63269,0.00653,0.005743,0.005743,0.005743
45,575.775,1.45615,0.90501,0.00588,0.94627,0.86553,0.93144,0.62682,1.22919,0.65946,0.00657,0.005644,0.005644,0.005644
46,587.927,1.48655,0.93478,0.0056,0.93747,0.84879,0.91692,0.6337,1.24097,0.63696,0.00673,0.005545,0.005545,0.005545
47,600.398,1.49509,0.91821,0.0056,0.94511,0.83565,0.92709,0.63421,1.23783,0.63997,0.00664,0.005446,0.005446,0.005446
48,612.615,1.48065,0.90207,0.0055,0.9001,0.85908,0.91267,0.6537,1.22862,0.59869,0.00643,0.005347,0.005347,0.005347
49,624.877,1.44152,0.85655,0.0055,0.97173,0.83713,0.92479,0.65879,1.24157,0.59237,0.00659,0.005248,0.005248,0.005248
50,637.197,1.46882,0.89443,0.00551,0.9373,0.88164,0.93862,0.65234,1.1884,0.60733,0.00638,0.005149,0.005149,0.005149
51,649.404,1.43778,0.85595,0.00558,0.92006,0.86821,0.92367,0.66836,1.21977,0.59882,0.00654,0.00505,0.00505,0.00505
52,661.638,1.42638,0.84861,0.00539,0.92514,0.89068,0.93,0.6641,1.17641,0.63615,0.00611,0.004951,0.004951,0.004951
53,673.715,1.42602,0.84572,0.00544,0.95263,0.87864,0.9343,0.67173,1.19642,0.59102,0.00629,0.004852,0.004852,0.004852
54,686.089,1.43553,0.84192,0.00522,0.94549,0.87112,0.93712,0.66937,1.15088,0.55819,0.00607,0.004753,0.004753,0.004753
55,698.274,1.39989,0.80613,0.00522,0.93134,0.89013,0.94245,0.67278,1.19363,0.53213,0.00619,0.004654,0.004654,0.004654
56,710.566,1.41153,0.83852,0.00529,0.93545,0.8782,0.92815,0.68781,1.18171,0.54212,0.00611,0.004555,0.004555,0.004555
57,722.832,1.40796,0.82105,0.00528,0.91719,0.87328,0.92965,0.67592,1.17601,0.56536,0.00624,0.004456,0.004456,0.004456
58,735.124,1.42315,0.8229,0.00516,0.93373,0.88824,0.9467,0.67198,1.17109,0.56096,0.00614,0.004357,0.004357,0.004357
59,747.315,1.37385,0.81887,0.00495,0.89956,0.90442,0.93779,0.70007,1.14408,0.52719,0.00601,0.004258,0.004258,0.004258
60,759.563,1.36401,0.79741,0.00503,0.92714,0.91971,0.95303,0.68775,1.17785,0.53284,0.0061,0.004159,0.004159,0.004159
61,771.998,1.40187,0.81006,0.00502,0.95879,0.87477,0.94246,0.68284,1.16464,0.52744,0.00611,0.00406,0.00406,0.00406
62,784.218,1.38469,0.78971,0.00501,0.969,0.89917,0.95242,0.69327,1.15116,0.51128,0.00593,0.003961,0.003961,0.003961
63,796.391,1.36618,0.78277,0.00507,0.94763,0.89304,0.95073,0.69595,1.15083,0.53005,0.00606,0.003862,0.003862,0.003862
64,808.601,1.36382,0.77925,0.00505,0.92294,0.90013,0.94318,0.70106,1.11043,0.52615,0.00559,0.003763,0.003763,0.003763
65,820.971,1.34406,0.77741,0.00499,0.95495,0.86413,0.94027,0.6851,1.143,0.53771,0.00568,0.003664,0.003664,0.003664
66,833.253,1.36619,0.78817,0.00477,0.94447,0.88323,0.93945,0.70002,1.13215,0.53199,0.00558,0.003565,0.003565,0.003565
67,845.385,1.33288,0.76405,0.00484,0.93459,0.9004,0.95438,0.71216,1.10042,0.52938,0.00554,0.003466,0.003466,0.003466
68,857.662,1.32761,0.73902,0.0049,0.95993,0.90809,0.95894,0.70191,1.10065,0.51979,0.00544,0.003367,0.003367,0.003367
69,869.92,1.30953,0.73704,0.00477,0.92829,0.90035,0.94717,0.70738,1.10991,0.51984,0.00561,0.003268,0.003268,0.003268
70,882.16,1.31448,0.74477,0.00482,0.94185,0.90502,0.94924,0.70145,1.08975,0.51817,0.00535,0.003169,0.003169,0.003169
71,894.396,1.32331,0.75843,0.0049,0.95801,0.90384,0.95715,0.70352,1.08621,0.5277,0.00538,0.00307,0.00307,0.00307
72,906.635,1.30305,0.7257,0.00458,0.93949,0.88843,0.94058,0.71482,1.09297,0.50883,0.00546,0.002971,0.002971,0.002971
73,918.858,1.32133,0.73959,0.00466,0.94611,0.91258,0.94101,0.71835,1.05583,0.50564,0.00518,0.002872,0.002872,0.002872
74,931.383,1.29862,0.71783,0.00461,0.94241,0.89734,0.95504,0.71969,1.03826,0.4881,0.00513,0.002773,0.002773,0.002773
75,943.596,1.30984,0.7391,0.00462,0.9227,0.90416,0.94643,0.71164,1.07727,0.49236,0.00529,0.002674,0.002674,0.002674
76,955.824,1.30332,0.71938,0.0046,0.95659,0.91791,0.95551,0.71321,1.08263,0.47529,0.00532,0.002575,0.002575,0.002575
77,968.134,1.27482,0.71546,0.00459,0.93252,0.90651,0.95046,0.72242,1.06116,0.47153,0.00525,0.002476,0.002476,0.002476
78,980.428,1.28612,0.70683,0.00461,0.92348,0.90461,0.95708,0.72783,1.03689,0.44734,0.00514,0.002377,0.002377,0.002377
79,992.685,1.26093,0.69011,0.00453,0.91891,0.9159,0.9554,0.72058,1.04159,0.43976,0.0051,0.002278,0.002278,0.002278
80,1004.85,1.23145,0.66873,0.00442,0.9263,0.90826,0.96218,0.73421,1.02166,0.43488,0.00481,0.002179,0.002179,0.002179
81,1017.12,1.2603,0.68583,0.00438,0.93549,0.91457,0.96069,0.73117,1.01645,0.44849,0.00491,0.00208,0.00208,0.00208
82,1029.35,1.25593,0.67944,0.00459,0.94268,0.91363,0.95606,0.73383,1.00866,0.43606,0.00485,0.001981,0.001981,0.001981
83,1041.58,1.25817,0.68326,0.00438,0.91697,0.90384,0.95017,0.73161,1.02256,0.44668,0.0049,0.001882,0.001882,0.001882
84,1053.84,1.25446,0.67355,0.00442,0.92882,0.90105,0.94772,0.73359,1.01544,0.46239,0.00494,0.001783,0.001783,0.001783
85,1066.11,1.2435,0.67216,0.00438,0.92486,0.9056,0.94847,0.72662,1.00468,0.44153,0.00479,0.001684,0.001684,0.001684
86,1078.41,1.24633,0.67182,0.00432,0.94576,0.89566,0.94829,0.73465,0.99149,0.45172,0.00482,0.001585,0.001585,0.001585
87,1090.82,1.25467,0.66934,0.00449,0.93871,0.91177,0.95753,0.73537,0.98548,0.43117,0.0047,0.001486,0.001486,0.001486
88,1103.33,1.24353,0.66675,0.0042,0.93884,0.91189,0.95965,0.73143,1.00649,0.42575,0.00484,0.001387,0.001387,0.001387
89,1115.54,1.22264,0.64452,0.0043,0.95836,0.90448,0.96068,0.73485,0.99187,0.41894,0.0048,0.001288,0.001288,0.001288
90,1127.74,1.21547,0.6458,0.00434,0.93987,0.90956,0.95221,0.73155,0.98159,0.43066,0.00467,0.001189,0.001189,0.001189
91,1141.77,1.2215,0.63134,0.00478,0.90212,0.91361,0.94128,0.72626,1.00964,0.46045,0.00502,0.00109,0.00109,0.00109
92,1153.74,1.21445,0.59409,0.00475,0.94869,0.89795,0.95428,0.71296,1.02589,0.44624,0.00501,0.000991,0.000991,0.000991
93,1165.59,1.21818,0.5902,0.00466,0.95318,0.91461,0.95605,0.71782,1.01988,0.43724,0.00494,0.000892,0.000892,0.000892
94,1177.63,1.18633,0.57419,0.00458,0.95749,0.91505,0.96059,0.72226,1.01701,0.42466,0.00494,0.000793,0.000793,0.000793
95,1189.66,1.19875,0.57892,0.00473,0.94003,0.90128,0.94838,0.73085,0.99925,0.42194,0.00489,0.000694,0.000694,0.000694
96,1201.58,1.1776,0.56233,0.00453,0.9468,0.91618,0.96212,0.72657,1.00877,0.42677,0.00493,0.000595,0.000595,0.000595
97,1213.57,1.1671,0.55694,0.00437,0.9531,0.91699,0.9622,0.72809,0.9994,0.42296,0.0048,0.000496,0.000496,0.000496
98,1225.53,1.1703,0.54978,0.00443,0.95512,0.91577,0.9598,0.73317,0.99774,0.41331,0.00481,0.000397,0.000397,0.000397
99,1237.49,1.15303,0.5496,0.00441,0.95078,0.9158,0.96073,0.72882,0.99252,0.41393,0.00477,0.000298,0.000298,0.000298
100,1249.51,1.17175,0.55927,0.00441,0.95572,0.91323,0.96384,0.73469,0.99043,0.41104,0.0048,0.000199,0.000199,0.000199
