epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,489.871,0.90624,0.57374,0.95942,0.94417,0.83281,0.89559,0.70884,0.7791,0.45781,0.87952,0.004852,0.004852,0.004852
54,499.054,0.88233,0.5577,0.95323,0.91675,0.84507,0.89985,0.70777,0.7707,0.44441,0.87974,0.004753,0.004753,0.004753
55,508.163,0.90704,0.56485,0.95293,0.92646,0.84086,0.89867,0.70151,0.76403,0.44394,0.87683,0.004654,0.004654,0.004654
56,517.322,0.86032,0.54705,0.94559,0.91804,0.84072,0.89556,0.71365,0.74107,0.4426,0.86717,0.004555,0.004555,0.004555
57,526.552,0.89374,0.56736,0.94901,0.90911,0.84031,0.86936,0.67423,0.76598,0.45215,0.87194,0.004456,0.004456,0.004456
58,535.702,0.86924,0.55135,0.94645,0.93591,0.85094,0.90195,0.71214,0.74535,0.43672,0.86281,0.004357,0.004357,0.004357
59,544.879,0.86251,0.54178,0.94149,0.89203,0.7921,0.87244,0.69678,0.73621,0.43319,0.86486,0.004258,0.004258,0.004258
60,554.006,0.84895,0.53423,0.94401,0.94642,0.82254,0.9036,0.72859,0.72208,0.41514,0.86084,0.004159,0.004159,0.004159
61,563.208,0.85726,0.53745,0.93885,0.94732,0.85305,0.91272,0.71965,0.73094,0.41746,0.85695,0.00406,0.00406,0.00406
62,572.316,0.84711,0.53814,0.93469,0.9233,0.79792,0.87634,0.70698,0.7117,0.42327,0.85082,0.003961,0.003961,0.003961
63,581.522,0.84144,0.52908,0.93227,0.91985,0.84426,0.90616,0.72879,0.71438,0.4234,0.85506,0.003862,0.003862,0.003862
64,590.719,0.83243,0.52296,0.93125,0.9371,0.86843,0.90621,0.71867,0.72705,0.42364,0.84961,0.003763,0.003763,0.003763
65,599.862,0.8093,0.50541,0.92163,0.94038,0.8567,0.90648,0.71865,0.71507,0.41409,0.84672,0.003664,0.003664,0.003664
66,608.99,0.81141,0.51287,0.92509,0.93417,0.8619,0.91096,0.73626,0.68778,0.39768,0.84369,0.003565,0.003565,0.003565
67,618.154,0.83534,0.51444,0.92571,0.93231,0.85304,0.90578,0.72453,0.69548,0.39659,0.84377,0.003466,0.003466,0.003466
68,627.312,0.81969,0.51475,0.92935,0.94499,0.84816,0.90265,0.72743,0.67734,0.39674,0.837,0.003367,0.003367,0.003367
69,636.501,0.79449,0.49109,0.9233,0.93003,0.82326,0.9002,0.73252,0.68228,0.39191,0.84021,0.003268,0.003268,0.003268
70,645.727,0.78962,0.50368,0.92713,0.95713,0.85544,0.90955,0.73657,0.67981,0.39277,0.83929,0.003169,0.003169,0.003169
71,654.936,0.78724,0.49219,0.91765,0.91347,0.8735,0.91021,0.73028,0.68023,0.38237,0.83571,0.00307,0.00307,0.00307
72,664.037,0.78307,0.4832,0.91234,0.90575,0.8766,0.90722,0.73315,0.68091,0.39119,0.83366,0.002971,0.002971,0.002971
73,673.237,0.78182,0.48509,0.91657,0.94169,0.84823,0.91443,0.74889,0.66918,0.38192,0.83161,0.002872,0.002872,0.002872
74,682.474,0.77099,0.47888,0.91938,0.94823,0.86516,0.91158,0.74925,0.65822,0.36679,0.82812,0.002773,0.002773,0.002773
75,691.923,0.77589,0.48002,0.91832,0.94062,0.85673,0.91282,0.75405,0.65025,0.36788,0.82405,0.002674,0.002674,0.002674
76,701.218,0.76505,0.48019,0.90955,0.94245,0.87201,0.91785,0.75792,0.63868,0.36555,0.82126,0.002575,0.002575,0.002575
77,710.402,0.782,0.48094,0.91871,0.95894,0.84949,0.91184,0.76113,0.63992,0.35621,0.8217,0.002476,0.002476,0.002476
78,719.635,0.75872,0.46302,0.91142,0.92803,0.86692,0.9183,0.76792,0.60987,0.35,0.81863,0.002377,0.002377,0.002377
79,728.915,0.75424,0.46653,0.90831,0.92943,0.86353,0.91728,0.76698,0.62032,0.35075,0.81953,0.002278,0.002278,0.002278
80,738.131,0.74401,0.4598,0.90876,0.94857,0.84811,0.91941,0.76964,0.61729,0.34794,0.81913,0.002179,0.002179,0.002179
81,747.402,0.73793,0.45607,0.90001,0.94693,0.87652,0.92087,0.77306,0.60726,0.35329,0.81517,0.00208,0.00208,0.00208
82,756.717,0.7397,0.45736,0.90343,0.91907,0.87361,0.92116,0.76762,0.60986,0.35064,0.81781,0.001981,0.001981,0.001981
83,765.919,0.72064,0.44657,0.8981,0.94581,0.86362,0.9158,0.76561,0.61577,0.34422,0.82136,0.001882,0.001882,0.001882
84,775.113,0.74958,0.46002,0.90138,0.95343,0.85579,0.9166,0.77474,0.60466,0.33926,0.81908,0.001783,0.001783,0.001783
85,784.341,0.72174,0.44365,0.89969,0.95754,0.85715,0.91758,0.77291,0.61511,0.34207,0.82077,0.001684,0.001684,0.001684
86,793.544,0.72989,0.44837,0.89532,0.9312,0.87677,0.91838,0.77485,0.59401,0.33633,0.81581,0.001585,0.001585,0.001585
87,802.794,0.72208,0.44395,0.89267,0.95633,0.85937,0.91903,0.77475,0.59045,0.33225,0.81395,0.001486,0.001486,0.001486
88,811.98,0.70891,0.43048,0.8887,0.95407,0.86246,0.92124,0.77935,0.59089,0.33401,0.81375,0.001387,0.001387,0.001387
89,821.304,0.70315,0.43608,0.89209,0.94058,0.87397,0.92268,0.77889,0.59235,0.33501,0.81308,0.001288,0.001288,0.001288
90,830.447,0.69753,0.4278,0.88629,0.94849,0.86677,0.92265,0.77834,0.58533,0.32793,0.81061,0.001189,0.001189,0.001189
91,841.507,0.71505,0.41745,0.87884,0.96634,0.85233,0.92057,0.77617,0.60613,0.34487,0.81301,0.00109,0.00109,0.00109
92,850.892,0.69402,0.40684,0.87101,0.9652,0.86539,0.92147,0.77804,0.62097,0.35055,0.81896,0.000991,0.000991,0.000991
93,859.915,0.6774,0.39215,0.86559,0.95451,0.86775,0.92052,0.78026,0.60522,0.34751,0.81445,0.000892,0.000892,0.000892
94,868.934,0.67208,0.39004,0.87336,0.95542,0.87042,0.92209,0.77509,0.60238,0.33836,0.81164,0.000793,0.000793,0.000793
95,877.93,0.66621,0.38237,0.86669,0.94756,0.88141,0.92134,0.78829,0.59441,0.33666,0.80986,0.000694,0.000694,0.000694
96,886.984,0.66257,0.38288,0.86636,0.9662,0.86574,0.92292,0.79013,0.58782,0.34128,0.80791,0.000595,0.000595,0.000595
97,896.074,0.65104,0.37856,0.865,0.96441,0.86433,0.92535,0.79539,0.57272,0.33178,0.80527,0.000496,0.000496,0.000496
98,905.118,0.64696,0.37076,0.85609,0.95498,0.87467,0.92256,0.78752,0.57724,0.32757,0.80545,0.000397,0.000397,0.000397
99,914.143,0.64582,0.37287,0.86164,0.97011,0.86406,0.92358,0.78742,0.57745,0.32716,0.80378,0.000298,0.000298,0.000298
100,923.211,0.64413,0.36958,0.86542,0.97277,0.86341,0.92218,0.78785,0.58283,0.32591,0.80605,0.000199,0.000199,0.000199
