epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,771.449,0.77357,0.46973,0.9028,0.94869,0.92357,0.95336,0.79538,0.59497,0.34618,0.81467,0.002278,0.002278,0.002278
80,781.295,0.75297,0.45881,0.89787,0.95904,0.92996,0.95593,0.80982,0.58874,0.34109,0.81097,0.002179,0.002179,0.002179
81,791.112,0.74783,0.46162,0.89829,0.96205,0.92095,0.9527,0.8008,0.57746,0.33685,0.80935,0.00208,0.00208,0.00208
82,800.886,0.74949,0.46218,0.89635,0.96851,0.90741,0.95208,0.80703,0.58201,0.33875,0.80468,0.001981,0.001981,0.001981
83,810.579,0.7304,0.45008,0.89302,0.96675,0.91214,0.95281,0.80906,0.56996,0.33081,0.8028,0.001882,0.001882,0.001882
84,820.372,0.73917,0.44792,0.88872,0.96392,0.90615,0.95523,0.81294,0.57027,0.33264,0.80148,0.001783,0.001783,0.001783
85,830.074,0.75296,0.45581,0.89237,0.9495,0.9173,0.9568,0.82261,0.55253,0.32572,0.80143,0.001684,0.001684,0.001684
86,839.868,0.71073,0.44061,0.88941,0.95911,0.92448,0.95659,0.82524,0.54776,0.31934,0.7995,0.001585,0.001585,0.001585
87,849.796,0.71847,0.44016,0.89053,0.95693,0.92446,0.95549,0.81523,0.54411,0.31711,0.79815,0.001486,0.001486,0.001486
88,859.469,0.71519,0.42684,0.88061,0.96396,0.92605,0.95527,0.81803,0.53783,0.31487,0.79439,0.001387,0.001387,0.001387
89,869.106,0.71157,0.4282,0.88108,0.87919,0.94236,0.9387,0.80591,0.54138,0.3166,0.79575,0.001288,0.001288,0.001288
90,878.869,0.71463,0.42929,0.88383,0.93835,0.87342,0.93597,0.81803,0.53151,0.31563,0.79427,0.001189,0.001189,0.001189
91,890.885,0.72686,0.42001,0.87648,0.95022,0.91511,0.95238,0.82065,0.55421,0.32879,0.798,0.00109,0.00109,0.00109
92,900.797,0.69191,0.4038,0.8655,0.96286,0.89983,0.95336,0.81454,0.5599,0.32937,0.79869,0.000991,0.000991,0.000991
93,910.416,0.68906,0.39135,0.86348,0.9577,0.91663,0.95413,0.82322,0.55465,0.32219,0.79792,0.000892,0.000892,0.000892
94,919.966,0.68175,0.39053,0.86609,0.9571,0.91276,0.95182,0.8189,0.5412,0.31754,0.79585,0.000793,0.000793,0.000793
95,929.546,0.68261,0.39123,0.86243,0.95946,0.91303,0.95326,0.82018,0.53507,0.3109,0.79375,0.000694,0.000694,0.000694
96,939.146,0.67254,0.383,0.8576,0.96455,0.90759,0.9536,0.81437,0.54046,0.30992,0.79362,0.000595,0.000595,0.000595
97,948.788,0.66903,0.37942,0.85661,0.95514,0.919,0.95319,0.8206,0.5363,0.30648,0.79247,0.000496,0.000496,0.000496
98,958.33,0.66353,0.3807,0.85438,0.9566,0.91475,0.95523,0.82473,0.53395,0.30683,0.79219,0.000397,0.000397,0.000397
99,967.855,0.65515,0.36952,0.85312,0.9537,0.922,0.95488,0.82755,0.53087,0.30428,0.79227,0.000298,0.000298,0.000298
100,977.536,0.65676,0.37409,0.85366,0.95516,0.92224,0.95278,0.8251,0.53008,0.30203,0.7925,0.000199,0.000199,0.000199
