epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
59,729.179,1.43628,0.81644,0.00521,0.91328,0.89414,0.92976,0.69274,1.33737,0.5598,0.00685,0.004258,0.004258,0.004258
60,741.145,1.44554,0.80755,0.00506,0.95544,0.86083,0.92759,0.68878,1.32254,0.62287,0.00663,0.004159,0.004159,0.004159
61,753.02,1.45322,0.82096,0.00506,0.92592,0.8567,0.92853,0.6859,1.30402,0.62958,0.00653,0.00406,0.00406,0.00406
62,765.005,1.43733,0.79289,0.00496,0.93777,0.88511,0.92925,0.68708,1.34014,0.58552,0.00698,0.003961,0.003961,0.003961
63,776.85,1.41841,0.80323,0.00505,0.94242,0.88596,0.93783,0.69853,1.28902,0.55892,0.00659,0.003862,0.003862,0.003862
64,788.786,1.38894,0.77298,0.00497,0.93539,0.89875,0.93692,0.70178,1.28056,0.53947,0.00624,0.003763,0.003763,0.003763
65,800.785,1.42722,0.78001,0.00497,0.94586,0.88832,0.93982,0.70256,1.29573,0.55587,0.00648,0.003664,0.003664,0.003664
66,812.761,1.39425,0.77202,0.00486,0.9215,0.91194,0.93701,0.70884,1.26738,0.54358,0.00619,0.003565,0.003565,0.003565
67,824.771,1.41445,0.76909,0.0048,0.93829,0.90402,0.94079,0.69514,1.26865,0.57217,0.00623,0.003466,0.003466,0.003466
68,836.667,1.41812,0.77922,0.00488,0.94098,0.89047,0.93951,0.69902,1.25169,0.54525,0.0062,0.003367,0.003367,0.003367
69,848.647,1.35946,0.72888,0.0049,0.94011,0.88662,0.93746,0.70921,1.28003,0.53189,0.00631,0.003268,0.003268,0.003268
70,860.841,1.38702,0.76693,0.00488,0.91307,0.90443,0.93765,0.71327,1.25625,0.52661,0.00615,0.003169,0.003169,0.003169
71,872.859,1.36661,0.75652,0.00475,0.93348,0.88494,0.9384,0.69699,1.25842,0.53067,0.00613,0.00307,0.00307,0.00307
72,884.807,1.3803,0.73121,0.0047,0.95498,0.87851,0.93509,0.7042,1.23908,0.5059,0.00615,0.002971,0.002971,0.002971
73,896.649,1.3692,0.73717,0.00476,0.9522,0.89363,0.93876,0.71237,1.23592,0.50893,0.00611,0.002872,0.002872,0.002872
74,908.495,1.34913,0.71823,0.00468,0.93197,0.89529,0.93842,0.71453,1.23798,0.51107,0.00603,0.002773,0.002773,0.002773
75,920.416,1.35475,0.73632,0.0047,0.94005,0.89899,0.94206,0.71854,1.21859,0.54546,0.00599,0.002674,0.002674,0.002674
76,932.373,1.35612,0.72991,0.00463,0.93303,0.89593,0.93761,0.72579,1.17919,0.49256,0.0057,0.002575,0.002575,0.002575
77,944.286,1.36092,0.72516,0.0047,0.94695,0.89948,0.94454,0.7338,1.17944,0.48178,0.00568,0.002476,0.002476,0.002476
78,956.252,1.34799,0.72015,0.00457,0.93987,0.90819,0.94274,0.72889,1.19634,0.50328,0.00579,0.002377,0.002377,0.002377
79,968.133,1.30134,0.68131,0.00435,0.92896,0.90988,0.94073,0.72482,1.16613,0.53385,0.00559,0.002278,0.002278,0.002278
80,980.021,1.31529,0.70445,0.00451,0.94129,0.90334,0.94346,0.73044,1.16705,0.50367,0.00565,0.002179,0.002179,0.002179
81,991.864,1.30841,0.68641,0.00453,0.92956,0.9007,0.93838,0.73367,1.1561,0.50884,0.00558,0.00208,0.00208,0.00208
82,1003.7,1.30164,0.66911,0.00444,0.93394,0.88916,0.93858,0.73785,1.16264,0.48136,0.00555,0.001981,0.001981,0.001981
83,1015.67,1.31544,0.68699,0.00444,0.93544,0.89778,0.94436,0.73489,1.16498,0.4825,0.00563,0.001882,0.001882,0.001882
84,1027.8,1.31182,0.70302,0.00449,0.91963,0.91223,0.94199,0.73579,1.17024,0.47521,0.00552,0.001783,0.001783,0.001783
85,1039.76,1.30382,0.69721,0.00441,0.93082,0.89579,0.93956,0.73935,1.16802,0.46631,0.00555,0.001684,0.001684,0.001684
86,1051.74,1.26954,0.66277,0.00452,0.93374,0.90456,0.94149,0.73411,1.1435,0.46579,0.00536,0.001585,0.001585,0.001585
87,1063.63,1.32388,0.68802,0.00423,0.94574,0.90325,0.94384,0.74561,1.15178,0.45351,0.00538,0.001486,0.001486,0.001486
88,1075.56,1.30422,0.6812,0.0043,0.92865,0.91392,0.94064,0.74603,1.14636,0.47335,0.0054,0.001387,0.001387,0.001387
89,1087.51,1.26715,0.66235,0.00438,0.92667,0.91167,0.94351,0.74984,1.15974,0.47828,0.00543,0.001288,0.001288,0.001288
90,1099.44,1.26722,0.66095,0.00429,0.9442,0.90867,0.94416,0.74995,1.1399,0.46452,0.00533,0.001189,0.001189,0.001189
91,1113.41,1.30411,0.63027,0.0049,0.93285,0.91211,0.94122,0.72967,1.1632,0.51197,0.00566,0.00109,0.00109,0.00109
92,1125.13,1.27371,0.62763,0.00465,0.93548,0.91252,0.94365,0.7328,1.17575,0.49926,0.00558,0.000991,0.000991,0.000991
93,1136.67,1.26119,0.59143,0.00461,0.9449,0.90056,0.94205,0.73617,1.16054,0.48277,0.00544,0.000892,0.000892,0.000892
94,1148.27,1.25042,0.59782,0.00455,0.95602,0.89982,0.94495,0.73552,1.1652,0.4706,0.00551,0.000793,0.000793,0.000793
95,1159.9,1.26357,0.6055,0.00464,0.95467,0.89792,0.94521,0.73538,1.17598,0.48588,0.00555,0.000694,0.000694,0.000694
96,1171.48,1.22868,0.56358,0.00446,0.93551,0.90843,0.94491,0.73834,1.16212,0.48608,0.00545,0.000595,0.000595,0.000595
97,1183.47,1.22148,0.56053,0.00449,0.94412,0.89916,0.94404,0.74041,1.15014,0.46891,0.00536,0.000496,0.000496,0.000496
98,1195.18,1.24275,0.57816,0.00444,0.9411,0.90332,0.94396,0.74476,1.15054,0.46554,0.00537,0.000397,0.000397,0.000397
99,1206.81,1.21795,0.56281,0.00444,0.94421,0.90338,0.94516,0.74468,1.14132,0.45416,0.00532,0.000298,0.000298,0.000298
100,1218.39,1.22301,0.57725,0.00446,0.94604,0.90486,0.94458,0.7437,1.13899,0.45727,0.00533,0.000199,0.000199,0.000199
