epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,416.809,1.15051,0.70519,1.02698,0.95511,0.80954,0.91147,0.67102,0.94845,0.51184,0.92638,0.005743,0.005743,0.005743
45,426.224,1.12374,0.68396,1.0256,0.91349,0.80914,0.90492,0.65813,0.94697,0.50623,0.92359,0.005644,0.005644,0.005644
46,435.584,1.14222,0.69577,1.02127,0.89777,0.8573,0.92696,0.67234,0.95574,0.51183,0.93017,0.005545,0.005545,0.005545
47,445.002,1.15425,0.69954,1.0235,0.90507,0.87369,0.92952,0.68177,0.94859,0.50627,0.92331,0.005446,0.005446,0.005446
48,454.461,1.14202,0.68204,1.02033,0.93602,0.82898,0.91811,0.67866,0.94035,0.53538,0.92233,0.005347,0.005347,0.005347
49,463.871,1.10009,0.65132,1.00776,0.94835,0.86332,0.91626,0.69169,0.92983,0.50188,0.91756,0.005248,0.005248,0.005248
50,473.309,1.10717,0.66251,1.00969,0.95704,0.83747,0.92018,0.68065,0.93585,0.4854,0.91616,0.005149,0.005149,0.005149
51,482.667,1.10814,0.65123,1.00938,0.9436,0.87811,0.92929,0.65691,0.94378,0.49391,0.91754,0.00505,0.00505,0.00505
52,491.998,1.0779,0.63904,0.99988,0.93224,0.85554,0.91939,0.69151,0.92354,0.47891,0.91373,0.004951,0.004951,0.004951
53,501.311,1.09441,0.65156,1.00845,0.91908,0.87073,0.92129,0.69565,0.90443,0.48072,0.91383,0.004852,0.004852,0.004852
54,510.724,1.09839,0.63823,1.00305,0.9572,0.84543,0.92725,0.68225,0.92716,0.47618,0.91732,0.004753,0.004753,0.004753
55,520.107,1.07138,0.62729,0.9958,0.9291,0.87393,0.92559,0.6771,0.9074,0.47655,0.90949,0.004654,0.004654,0.004654
56,529.464,1.07009,0.63593,0.99692,0.92301,0.89486,0.9408,0.69383,0.91219,0.47423,0.90886,0.004555,0.004555,0.004555
57,538.856,1.06421,0.62734,0.99078,0.91779,0.88412,0.92756,0.66787,0.91751,0.47712,0.8995,0.004456,0.004456,0.004456
58,548.197,1.06872,0.63036,0.98983,0.9428,0.85477,0.92575,0.68133,0.88119,0.45537,0.89615,0.004357,0.004357,0.004357
59,557.513,1.04579,0.6148,0.98378,0.94099,0.87737,0.93713,0.69837,0.87808,0.45579,0.89445,0.004258,0.004258,0.004258
60,566.924,1.02722,0.59861,0.97917,0.92984,0.88401,0.94338,0.68463,0.88892,0.45881,0.89748,0.004159,0.004159,0.004159
61,576.268,1.04317,0.60987,0.97958,0.96877,0.88309,0.95766,0.6997,0.84746,0.44569,0.88616,0.00406,0.00406,0.00406
62,585.699,1.03014,0.6045,0.97827,0.93951,0.88605,0.94907,0.70372,0.86407,0.44127,0.8913,0.003961,0.003961,0.003961
63,595.092,1.01859,0.59554,0.9765,0.94941,0.87969,0.95656,0.70757,0.87642,0.44164,0.89804,0.003862,0.003862,0.003862
64,604.536,1.01434,0.58497,0.97589,0.96575,0.88762,0.95113,0.70427,0.84926,0.42862,0.88412,0.003763,0.003763,0.003763
65,613.932,1.00538,0.58873,0.97335,0.93872,0.88278,0.95341,0.71896,0.8447,0.42465,0.87854,0.003664,0.003664,0.003664
66,623.359,1.01794,0.5866,0.96581,0.96344,0.89316,0.95517,0.69389,0.83583,0.42081,0.87961,0.003565,0.003565,0.003565
67,632.727,0.98561,0.5778,0.963,0.94197,0.85463,0.92482,0.71152,0.84412,0.42851,0.88424,0.003466,0.003466,0.003466
68,642.102,0.98472,0.56469,0.96601,0.92017,0.88549,0.95308,0.723,0.81624,0.41076,0.88204,0.003367,0.003367,0.003367
69,651.537,0.98004,0.56665,0.96255,0.88873,0.91426,0.95285,0.71625,0.81517,0.40368,0.87748,0.003268,0.003268,0.003268
70,660.944,0.97502,0.56514,0.95691,0.91898,0.89991,0.9517,0.72299,0.82393,0.42075,0.875,0.003169,0.003169,0.003169
71,670.369,0.97929,0.57128,0.96406,0.92209,0.91051,0.95891,0.73636,0.79907,0.40536,0.86532,0.00307,0.00307,0.00307
72,679.789,0.95183,0.54994,0.94876,0.92008,0.91564,0.96009,0.75102,0.7864,0.39982,0.8653,0.002971,0.002971,0.002971
73,689.18,0.9631,0.55436,0.94869,0.95143,0.90094,0.96056,0.75936,0.79382,0.39955,0.86695,0.002872,0.002872,0.002872
74,698.656,0.95401,0.54749,0.94855,0.936,0.92911,0.96304,0.75,0.78294,0.39903,0.86419,0.002773,0.002773,0.002773
75,707.972,0.96508,0.5518,0.9535,0.95518,0.90637,0.95603,0.74906,0.776,0.39827,0.86598,0.002674,0.002674,0.002674
76,717.317,0.95868,0.54348,0.95278,0.93449,0.9349,0.96785,0.74935,0.76921,0.39399,0.86468,0.002575,0.002575,0.002575
77,726.72,0.93309,0.53456,0.94575,0.94556,0.89511,0.95401,0.75183,0.75582,0.38705,0.86086,0.002476,0.002476,0.002476
78,736.312,0.93183,0.53802,0.94492,0.96245,0.91331,0.94954,0.74891,0.75497,0.38174,0.85966,0.002377,0.002377,0.002377
79,745.695,0.91717,0.51788,0.94183,0.91031,0.89004,0.9414,0.74492,0.75644,0.39533,0.85908,0.002278,0.002278,0.002278
80,755.062,0.90375,0.51147,0.93354,0.94588,0.89356,0.94726,0.753,0.74692,0.38776,0.85542,0.002179,0.002179,0.002179
81,764.464,0.90719,0.51942,0.93554,0.91437,0.90683,0.9569,0.76786,0.74572,0.38355,0.85808,0.00208,0.00208,0.00208
82,773.955,0.89961,0.51422,0.93463,0.89293,0.91562,0.94752,0.75973,0.75702,0.38675,0.85976,0.001981,0.001981,0.001981
83,783.356,0.89907,0.51281,0.93267,0.92415,0.8909,0.95256,0.76294,0.73773,0.37973,0.85327,0.001882,0.001882,0.001882
84,792.75,0.89113,0.50658,0.93241,0.90744,0.90819,0.95221,0.75775,0.73314,0.37643,0.85216,0.001783,0.001783,0.001783
85,802.139,0.88306,0.50564,0.92943,0.91142,0.9264,0.95115,0.76488,0.72086,0.3754,0.84955,0.001684,0.001684,0.001684
86,811.477,0.88619,0.50253,0.92504,0.91807,0.91909,0.95462,0.76921,0.70841,0.37096,0.84287,0.001585,0.001585,0.001585
87,820.932,0.89436,0.50815,0.93096,0.94157,0.91609,0.96248,0.76991,0.70727,0.36606,0.84357,0.001486,0.001486,0.001486
88,830.368,0.86775,0.49767,0.91672,0.92681,0.93962,0.96326,0.78131,0.71093,0.3643,0.84605,0.001387,0.001387,0.001387
89,839.806,0.86587,0.49287,0.92276,0.9291,0.95299,0.96713,0.7867,0.70097,0.36097,0.84233,0.001288,0.001288,0.001288
90,849.244,0.86336,0.48975,0.92367,0.95084,0.92634,0.96402,0.78563,0.69822,0.36417,0.84407,0.001189,0.001189,0.001189
91,860.398,0.89015,0.48607,0.92328,0.93769,0.94381,0.972,0.78314,0.72489,0.37251,0.8483,0.00109,0.00109,0.00109
92,869.652,0.85856,0.46133,0.9135,0.92135,0.94279,0.97156,0.763,0.73608,0.37551,0.85194,0.000991,0.000991,0.000991
93,878.954,0.85026,0.45295,0.9096,0.94727,0.92719,0.95848,0.76451,0.72556,0.37155,0.84805,0.000892,0.000892,0.000892
94,888.235,0.83695,0.4441,0.9122,0.94109,0.92585,0.96874,0.7823,0.71196,0.36518,0.84378,0.000793,0.000793,0.000793
95,897.488,0.83508,0.45318,0.90859,0.94006,0.92781,0.96364,0.78497,0.70462,0.36144,0.8426,0.000694,0.000694,0.000694
96,906.751,0.81905,0.43617,0.89973,0.95727,0.91503,0.96417,0.78615,0.69191,0.35963,0.84083,0.000595,0.000595,0.000595
97,915.975,0.80293,0.42728,0.8911,0.95606,0.91824,0.96414,0.78539,0.6914,0.35381,0.8414,0.000496,0.000496,0.000496
98,925.194,0.79535,0.4266,0.89231,0.9515,0.92384,0.96699,0.79108,0.69856,0.35774,0.84069,0.000397,0.000397,0.000397
99,934.554,0.79679,0.42208,0.89086,0.95222,0.9242,0.96714,0.79426,0.69101,0.35451,0.83947,0.000298,0.000298,0.000298
100,943.88,0.80201,0.43036,0.89443,0.94387,0.92813,0.96966,0.79329,0.68859,0.35243,0.83895,0.000199,0.000199,0.000199
